Date,Trademark / Project,Common name / Subject,Manufacturer,INESSS Recommendation,Minister's Decision
2014-10-01,"Acide folique injectable, USP",folique (acide),PPC,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Acide zolédronique,zolédronique (acide),Oméga,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Acide zolédronique injectable,zolédronique (acide),Dr Reddy's,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Acide zolédronique pour injection,zolédronique (acide),Dr Reddy's,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Actonel DR,risédronate sodique,Actavis,Avis de refus,Ne pas inscrire aux listes des médicaments
2014-10-01,Alimta,pemetrexed disodique,Lilly,Ajout d'une indication reconnue à la Liste Établissements - Médicament d'exception,Ajouter une indication reconnue à la Liste Établissements -Médicaments d'exception
2014-10-01,Allevyn Life sacrum,Pansement absorbant - mousse hydrophile seule ou en association,S. & N.,Avis de refus,Ne pas inscrire aux listes des médicaments
2014-10-01,Almotriptan,almotriptan (malate d'),Pro Doc,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-10-01,Anoro Ellipta,vilantérol (trifénatate de)/uméclidinium (bromure d'),GSK,Sous étude,Sous étude
2014-10-01,Apo-Dutasteride,dutastéride,Apotex,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Apo-Latanoprost-Timop,latanoprost/timolol (maléate de),Apotex,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Apo-Mycophenolic Acid,mycophénolate sodique,Apotex,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Apo-Ramipril,ramipril,Apotex,Avis de refus - Justesse du prix,Ne pas inscrire aux listes des médicaments
2014-10-01,Apo-Voriconazole,voriconazole,Apotex,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Aquacel Extra hydrofiber,Pansement absorbant - fibres gélifiantes,Convatec,Ajout à la Liste du RGAM - Médicament d'exception/et à la Liste Établissements,Inscrire à la Liste du RGAM - Médicament d'exception / Inscrire à la Liste Établissements
2014-10-01,Atovaquone Proguanil,atovaquone/proguanil (chlorhydrate de),Sanis,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Auro-Losartan HCT,losartan potassique/hydrochlorothiazide,Aurobindo,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Auro-Montelukast,montélukast sodique,Aurobindo,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Auro-Omeprazole,oméprazole (base ou magnésien),Aurobindo,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Auro-Pramipexole,pramipexole (dichlorhydrate de),Aurobindo,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Auro-Repaglinide,répaglinide,Aurobindo,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Bosulif,bosutinib,Pfizer,Avis de refus - Valeur thérapeutique,Ne pas inscrire aux listes des médicaments
2014-10-01,Candesartan,candésartan cilexétil,Pro Doc,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-10-01,Cathejell,lidocaïne (chlorhydrate de),BioSyent,Ajout à la Liste Établissements,Inscrire à la Liste Établissements
2014-10-01,"Ceftriaxone pour injection, USP",ceftriaxone sodique,PPC,Ajout à la Liste Établissements,Inscrire à la Liste Établissements
2014-10-01,Ceftriaxone sodique pour injection BP,ceftriaxone sodique,Sterimax,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Cimzia,certolizumab pegol,U.C.B.,Ajout d’une indication reconnue – Médicament d’exception – Avis de refus – Valeur thérapeutique,Ne pas ajouter une indication reconnue aux listes des médicaments
2014-10-01,Clindamycin IV Infusion,clindamycine (phosphate de),Sandoz,Avis de refus,Ne pas inscrire aux listes des médicaments
2014-10-01,Co Imatinib,imatinib (mésylate d'),Cobalt,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,"Colistiméthate pour injection, USP",colistiméthate sodique,PPC,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Comfeel Plus Clear,pansement de rétention de l'humidité - hydrocolloïde ou polyuréthane,Coloplast,Ajout à la Liste du RGAM - Médicament d'exception/et à la Liste Établissements,Inscrire à la Liste du RGAM - Médicament d'exception / Inscrire à la Liste Établissements
2014-10-01,Cytarabine,cytarabine,Pfizer,Ajout à la Liste Établissements,Inscrire à la Liste Établissements
2014-10-01,Dutasteride,dutastéride,Pro Doc,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-10-01,Epuris,isotrétinoïne,Cipher,Avis de refus - Valeur thérapeutique,Ne pas inscrire aux listes des médicaments
2014-10-01,Fentanyl Citrate Injection SDZ,fentanyl (citrate de),Sandoz,Ajout à la Liste Établissements,Inscrire à la Liste Établissements
2014-10-01,GD-Quinapril,quinapril (chlorhydrate de),GenMed,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Gabapentin,gabapentine,Accord,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Ganciclovir,ganciclovir sodique,PPC,Ajout à la Liste Établissements,Inscrire à la Liste Établissements
2014-10-01,Gemcitabine Injection,gemcitabine (chlorhydrate de),Sandoz,Ajout à la Liste Établissements,Inscrire à la Liste Établissements
2014-10-01,Grastek,extrait allergénique de pollen de graminées,Merck,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Humira,adalimumab,AbbVie,Ajout d'une indication reconnue - Médicament d'exception - Avis de refus - Valeur thérapeutique,Ne pas ajouter une indication reconnue aux listes des médicaments
2014-10-01,Ibavyr,ribavirine,Pendopharm,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Injection d'acide zolédronique,zolédronique (acide),Taro,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Injection d'Étoposide USP,étoposide,Sandoz,Ajout à la Liste Établissements,Inscrire à la Liste Établissements
2014-10-01,Jamp-Ferrous Polysaccharide,Complexe polysaccharide - fer,Jamp,Avis de refus - Valeur thérapeutique,Ne pas inscrire aux listes des médicaments
2014-10-01,Jamp-Pyrantel Pamoate Suspension,pyrantel (pamoate de),Jamp,Avis de refus,Ne pas inscrire aux listes des médicaments
2014-10-01,Jamp-Vancomycin,vancomycine (chlorhydrate de),Jamp,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Jampocaine 5%,lidocaïne,Jamp,Ajout à la Liste Établissements,Inscrire à la Liste Établissements
2014-10-01,Janumet XR,sitagliptine/metformine,Merck,Avis de refus - Valeur thérapeutique,Ne pas inscrire aux listes des médicaments
2014-10-01,Jetrea,ocriplasmine,Alcon,Avis de refus - Valeur thérapeutique,Ne pas inscrire aux listes des médicaments
2014-10-01,Juxtapid,lomitapide,Aegerion,Avis de refus - Valeur thérapeutique,Ne pas inscrire aux listes des médicaments
2014-10-01,Kazano,alogliptine (benzoate d') / metformine (chlorhydrate de),Takeda,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Ketorolac,kétorolac (trométhamine de),AA Pharma,Avis de refus - Justesse du prix,Ne pas inscrire aux listes des médicaments
2014-10-01,Latuda,lurasidone (chlorhydrate de),Sunovion,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Lemtrada,alemtuzumab,Genzyme,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Lolo,éthinylestradiol/noréthindrone (acétate de) - éthinylestradiol,Actavis,Avis de refus - Valeur thérapeutique,Ne pas inscrire aux listes des médicaments
2014-10-01,Lucentis,ranibizumab,Novartis,Ajout d'une indication reconnue - Médicament d'exception,Ajouter une indication reconnue aux listes des médicaments
2014-10-01,M Cal D 1000,calcium (carbonate de)/vitamine D,Mantra Ph.,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Mar-Clopidogrel,clopidogrel (bisulfate de),Marcan,Ajout à la Liste du RGAM - Médicament d'exception,Inscrire à la Liste du RGAM - Médicament d’exception
2014-10-01,Mar-Galantamine ER,galantamine (bromhydrate de),Marcan,Ajout à la Liste du RGAM - Médicament d'exception,Inscrire à la Liste du RGAM - Médicament d’exception
2014-10-01,Mar-Olanzapine,olanzapine,Marcan,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-10-01,Mar-Zolmitriptan,zolmitriptan,Marcan,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-10-01,Med-Exemestane,exémestane,GMP,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Metadol-D,méthadone (chlorhydrate de),Paladin,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Mint-Ciproflox,ciprofloxacine (chlorhydrate de),Mint,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Mint-Gliclazide MR,gliclazide,Mint,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Mint-Hydroxychloroquine,hydroxychloroquine (sulfate d'),Mint,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Mint-Pregabalin,prégabaline,Mint,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Mya,éthinylestradiol/drospirenone,Apotex,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Mylan-Atorvastatin,atorvastatine calcique,Mylan,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,"Méropénem pour injection, USP",meropenem,PPC,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Méthotrexate pour Injection BP,méthotrexate,Uman Pharma,Avis de refus,Ne pas inscrire aux listes des médicaments
2014-10-01,Méthotrexate pour Injection BP,méthotrexate,Uman Pharma,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Naloxone inj. SDZ (sans agent de conservation),naloxone (chlorhydrate de),Sandoz,Ajout à la Liste Établissements,Inscrire à la Liste Établissements
2014-10-01,Nesina,alogliptine (benzoate d'),Takeda,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Nul-Cal Liquide,calcium (gluconate de)/calcium (lactate de),Odan,Ajout à la Liste du RGAM - Médicament d'exception/et à la Liste Établissements,Inscrire à la Liste du RGAM - Médicament d'exception / Inscrire à la Liste Établissements
2014-10-01,Ocphyl,octréotide (acétate d'),Pendopharm,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Olanzapine,olanzapine,Pro Doc,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-10-01,Olanzapine ODT,olanzapine,Pro Doc,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-10-01,Omeprazole Magnesium,oméprazole (base ou magnésien),Accord,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Opsumit,macitentan,Actelion,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Oralair,extrait allergénique de pollen de graminées,Paladin,Modification d'une indication reconnue - Médicament d'exception,Modifier une indication reconnue aux listes des médicaments
2014-10-01,Oxybutynin,oxybutynine (chlorure d'),Sanis,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Perjeta,pertuzumab,Roche,Avis de refus - À moins que le rapport entre le coût et l'efficacité soit modifié pour atteindre un niveau acceptable,Retrait de la liste Établissements (24 mars 2016)
2014-10-01,pms-Dutasteride,dutastéride,Phmscience,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,pms-Esomeprazole DR,esoméprazole (magnésium trihydraté),Phmscience,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,pms-Olanzapine,olanzapine,Phmscience,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Precedex,dexmédétomidine (chlorhydrate de),Hospira,Avis de refus,Ne pas inscrire aux listes des médicaments
2014-10-01,Px-Calcium 500 mg + D400 UI,calcium (carbonate de)/vitamine D,Phoenix,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Remicade,infliximab,Janss. Inc,Ajout d'une indication reconnue - Médicament d'exception - Avis de refus,Ne pas modifier une indication reconnue à la Liste Établissements
2014-10-01,Revolade,eltrombopag olamine,GSK,Ajout d'une indication reconnue - Médicament d'exception - Avis de refus,Ne pas modifier une indication reconnue aux listes des médicaments
2014-10-01,Riva-Lansoprazole,lansoprazole,Riva,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Riva-Letrozole,létrozole,Riva,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-10-01,Riva-Olanzapine ODT,olanzapine,Riva,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Riva-Rizatriptan ODT,rizatriptan (benzoate de),Riva,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Rivasa 81 mg EC,acétylsalicylique (acide),Riva,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Sandoz Dutasteride,dutastéride,Sandoz,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Sandoz Voriconazole,voriconazole,Sandoz,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Sovaldi,sofosbuvir,Gilead,Ajout d'une indication reconnue - Médicament d'exception - Avis de refus - À moins que le fardeau économique soit modifié pour atteindre un niveau acceptable,Ne pas ajouter une indication reconnue aux listes des médicaments - Médicament d'exception - À moins que le fardeau économique soit modifié pour atteindre un niveau acceptable
2014-10-01,Sovaldi,sofosbuvir,Gilead,Ajout d'une indication reconnue - Médicament d'exception,Ajouter une indication reconnue aux listes des médicaments
2014-10-01,Stelara,ustekinumab,Janss. Inc,Modification d'une indication reconnue - Médicament d'exception - Avis de refus,Ne pas modifier une indication reconnue à la Liste Établissements
2014-10-01,Stelara,ustekinumab,Janss. Inc,Ajout d'une indication reconnue - Médicament d'exception,Ajouter une indication reconnue aux listes des médicaments
2014-10-01,Taro-Carbamazepine,carbamazépine,Taro,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Tecfidera,diméthyle (fumarate de),Biogen,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Telmisartan,telmisartan,Accord,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Telmisartan/Hydrochlorothiazide,telmisartan/hydrochlorothiazide,Accord,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Teva-Dutasteride,dutastéride,Teva Can,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Teva-Voriconazole,voriconazole,Teva Can,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-10-01,Ultibro Breezhaler,indacatérol (maléate d')/glycopyrronium (bromure de),Novartis,Sous étude,Sous étude
2014-10-01,VPI-Baclofen Intrathecal,baclofène,VPI Phm,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-10-01,Voriconazole pour injection,voriconazole,Sandoz,Ajout à la Liste Établissements - Médicament d'exception,Inscrire à la Liste Établissements - Médicament d’exception
2014-10-01,Xofigo,radium-223 (chlorure de),Bayer,Avis de refus - À moins que le rapport entre le coût et l'efficacité soit modifié pour atteindre un niveau acceptable,Ne pas inscrire –  À moins que le rapport entre le coût et l’efficacité soit modifié pour atteindre un niveau acceptable
2014-07-16,Abbott-Citalopram,citalopram (bromhydrate de),Abbott,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Abbott-Clopidogrel,clopidogrel (bisulfate de),Abbott,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-07-16,Abbott-Pantoprazole,pantoprazole (magnésien ou sodique),Abbott,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Abbott-Topiramate,topiramate,Abbott,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Acide zolédronique injectable,zolédronique (acide),Teva Can,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-07-16,Acide zolédronique pour injection,zolédronique (acide),Teva Can,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-07-16,Acide zolédronique pour injection,zolédronique (acide),Hospira,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-07-16,Acide zolédronique pour injection,zolédronique (acide),Taro,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-07-16,Apo-Adefovir,adéfovir dipivoxil,Apotex,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-07-16,Auro-Carvedilol,carvédilol,Aurobindo,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Auro-Efavirenz,éfavirenz,Aurobindo,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Auro-Lamivudine/Zidovudine,lamivudine/zidovudine,Aurobindo,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Auro-Pantoprazole,pantoprazole (magnésien ou sodique),Aurobindo,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Chlorhydrate d'Ondansétron dihydraté injection (sans agent de conservation),ondansétron,Sandoz,Ajout à la Liste Établissements - Médicament d'exception,Inscrire à la Liste Établissements - Médicament d’exception
2014-07-16,Chlorhydrate de Vancomycine pour injection USP,vancomycine (chlorhydrate de),Sandoz,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Cisatracurium omega multi-dose,cisatracurium (bésylate de),Oméga,Ajout à la Liste Établissements,Inscrire à la Liste Établissements
2014-07-16,Cisatracurium omega unidose,cisatracurium (bésylate de),Oméga,Ajout à la Liste Établissements,Inscrire à la Liste Établissements
2014-07-16,"Céfazoline pour injection, USP",céfazoline sodique,PPC,Avis de refus - Valeur thérapeutique,Ne pas inscrire aux listes des médicaments
2014-07-16,Diazépam injection SDZ,diazépam,Sandoz,Ajout à la Liste Établissements,Inscrire à la Liste Établissements
2014-07-16,Eptifibatide injectable,eptifibatide,Teva Can,Ajout à la Liste Établissements,Inscrire à la Liste Établissements
2014-07-16,GD-Tranexamic Acid,tranexamique (acide),GenMed,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Injection d'Héparine sodique USP,héparine sodique,Sandoz,Avis de refus - Valeur thérapeutique,Ne pas inscrire aux listes des médicaments
2014-07-16,Injection de Cisplatine BP,cisplatine,Sandoz,Ajout à la Liste Établissements,Inscrire à la Liste Établissements
2014-07-16,Injection de chlorhydrate trihydrate d'Irinotécan,irinotecan (chlorhydrate trihydrate d'),Sandoz,Ajout à la Liste Établissements - Médicament d'exception,Inscrire à la Liste Établissements - Médicament d’exception
2014-07-16,Jamp-Allopurinol,allopurinol,Jamp,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Jamp-Cyanocobalamin,cyanocobalamine,Jamp,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Jamp-Methotrexate,méthotrexate,Jamp,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Jamp-Ondansetron (avec agent de conservation),ondansétron,Jamp,Ajout à la Liste Établissements - Médicament d'exception,Inscrire à la Liste Établissements - Médicament d’exception
2014-07-16,Jamp-Ondansetron (sans agent de conservation),ondansétron,Jamp,Ajout à la Liste Établissements - Médicament d'exception,Inscrire à la Liste Établissements - Médicament d’exception
2014-07-16,Jamp-PIP/TAZ,pipéracilline sodique/tazobactam sodique,Jamp,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Jamp-Tobramycin (avec agent de conservation),tobramycine (sulfate de),Jamp,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Jamp-Zolmitriptan,zolmitriptan,Jamp,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Latanoprost,latanoprost,Phmscience,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Mar-Pregabalin,prégabaline,Marcan,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Mar-Ramipril,ramipril,Marcan,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Mint-Paroxetine,paroxétine (chlorhydrate de),Mint,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Mint-Ramipril,ramipril,Mint,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Mint-Zolmitriptan,zolmitriptan,Mint,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Mint-Zolmitriptan ODT,zolmitriptan,Mint,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Monovalent,allergènes (extraits aqueux glycerinés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Monovalent,allergènes (extraits aqueux glycerinés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Monovalent standardisé,allergènes (extraits aqueux glycerinés normalisés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Monovalent standardisé,allergènes (extraits aqueux glycerinés normalisés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Monovalent-Acariens standardisé,allergènes (extraits aqueux glycerinés normalisés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Monovalent-Acariens standardisé,allergènes (extraits aqueux glycerinés normalisés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Monovalent-Chat standardisé,allergènes (extraits aqueux glycerinés normalisés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Monovalent-Chat standardisé,allergènes (extraits aqueux glycerinés normalisés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,NAT-Citalopram,citalopram (bromhydrate de),Natco Pharma,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Ondansetron,ondansétron,Sanis,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-07-16,Ondansétron injection USP (avec agent de conservation),ondansétron,Sandoz,Ajout à la Liste Établissements - Médicament d'exception,Inscrire à la Liste Établissements - Médicament d’exception
2014-07-16,Ondansétron injection USP (sans agent de conservation),ondansétron,Sandoz,Ajout à la Liste Établissements - Médicament d'exception,Information actuellement non disponible en ligne
2014-07-16,Opus Sennosides Enrobé,sennosides A & B,Opus,Ajout à la Liste du RGAM - Médicament d'exception,Inscrire à la Liste du RGAM - Médicament d’exception
2014-07-16,pms-Azithromycin,azithromycine,Phmscience,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,pms-Levocarb CR,lévodopa/carbidopa,Phmscience,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,pms-Methylphenidate ER,méthylphénidate (chlorhydrate de),Phmscience,Ajout aux listes de médicaments - Médicament d'exception,Inscrire aux listes des médicaments - Médicament d’exception
2014-07-16,Polyvalent,allergènes (extraits aqueux glycerinés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Polyvalent,allergènes (extraits aqueux glycerinés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Polyvalent Pollens Acariens standardisé,allergènes (extraits aqueux glycerinés normalisés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Polyvalent standardisé,allergènes (extrait aqueux glycerinés normalisés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Polyvalent standardisé,allergènes (extraits aqueux glycerinés normalisés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Polyvalent-Acariens standardisé,allergènes (extraits aqueux glycerinés normalisés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Polyvalent-Acariens standardisé,allergènes (extraits aqueux glycerinés normalisés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Polyvalent-Chats standardisé,allergènes (extraits aqueux glycerinés normalisés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Polyvalent-Chats standardisé,allergènes (extraits aqueux glycerinés normalisés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Polyvalent-Pollens non stand.-Acariens stand.,allergènes (extraits aqueux glycerinés non normalisés et normalisés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Polyvalent-Pollens non stand.-Acariens stand.,allergènes (extraits aqueux glycerinés non normalisés et normalisés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Polyvalent-Pollens-Acariens standardisé,allergènes (extraits aqueux glycerinés normalisés d'),Allergo Inc.,Ajout à la Liste du RGAM,Inscrire à la Liste du RGAM
2014-07-16,Pomalyst,pomalidomide,Celgene,Avis de refus - À moins que le rapport entre le coût et l'efficacité soit modifié pour atteindre un niveau acceptable,Inscrire aux listes des médicaments - Médicament d’exception (24 mars 2016)
2014-07-16,reclipsen 21 & reclipsen 28,éthinylestradiol/désogestrel,ActavisPhm,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Riva-Atorvastatin,atorvastatine calcique,Riva,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Sandoz Candesartan,candésartan cilexétil,Sandoz,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Sandoz Donepezil ODT,donépézil (chlorhydrate de),Sandoz,Avis de refus - Justesse du prix,Ne pas inscrire aux listes des médicaments
2014-07-16,Sandoz Tamsulosin,tamsulosine (chlorhydrate de),Sandoz,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Solution injectable de fondaparinux sodique,fondaparinux,Reddy's,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-07-16,Tricira Lo (21) et Tricira Lo (28),éthinylestradiol/norgestimate,Apotex,Ajout aux listes de médicaments,Inscrire aux listes des médicaments
2014-06-02,AJ-Adenosine,adénosine,Agila-Jamp,Avis de refus,Ne pas inscrire aux listes des médicaments
2014-06-02,Adcetris,brentuximab,SeattleGen,Ajout d’une indication reconnue à la Liste Établissements – Médicament d’exception – Avec l’instauration d’un suivi clinique,Ajouter une indication reconnue à la Liste Établissements -Médicament d'exception  avec l'instauration d'un suivi clinique
2014-06-02,Allevyn Life,pansement absorbant - mousse hydrophile seule ou en association,S. & N.,Avis de refus,Ne pas inscrire aux listes des médicaments
